college_id,college_name,review_title,overall_rating,review_text,posted_info,source,page_number
2,"IIT Delhi - Indian Institute of Technology [IITD], New Delhi",A true IITD review,5.0Helpful,"Pros/Cons: The classes and the labs are very well managed and are very advanced. The time table prepared by the proffs is  really good and we get  a lot time to study and do extra curricular activities The social interections with juniors as well as seniors is very nice in our college. Due to it we get to know more people and improve our speaking skills The faculties are very good in their respective subject with a great knowledge, also we have good placement in our college and we are also guided for it The only thing i disliked is our hostels are very old as IIT Delhi is a very old college so new hostels must be made in our college | Placement Experience: In the 4th year that is after 7th sem you become eilgible for campus placements. Actually people get jobs before they get their college degree!!  Various big companies visit our college for college placement like google, microsoft, nestle, meta ,infosis etc. As i talk about my branch 90% student get placement in my college with an average package of 1500000 and highest package in my branch is 2 Crore. My plan after degree is to simply do a nice job.","Reviewed on May 7, 2025",CollegeDunia,1
2,"IIT Delhi - Indian Institute of Technology [IITD], New Delhi",A detailed review by Naksh,4.3Helpful,Pros/Cons: First of all the fest in the college are really very awesome..There is a cultural fest that occur once a year (Rendezvous). This is a must watch fest for all the new upcoming students. The sports culture at iit delhi is much more engaging and developed... People compete in the tournament names as GC(general championship)... Seniors help us to learn and play new sports which we never played earlier... Hostel and it's life is really very awesome and loved to spend... The food in the mess is well managed by a committee of each hostel.. and seprate apartments have given to the mess staff so that there is no problem in working of the mess. The one thing I dislike is the quality of teaching of the professors.. The lectures are sometimes really very boring to attend and students eventually lose interest in attending lectures and are much dependent on self study. The second thing I dislike is about the size of the campus.. yes it is about 340 acres. But in comparison to other iits it is small. And hence there are not as big playground or activity centres or halls as compared to other iit s. The third thing I dislike is about the fact that except of cycle no other vehicle is allowed for the students living in hostel...There are many big fines imposed if someone is caught ...Around 10000 if get caught with bike... | Course Curriculum Overview: The course at IIT Delhi are well prepared and well organised for the students... Especially for the first year students .. after first year one can choose and drop a course.. as he/she wish... There are some some course that are more theoretical that should more about pratical knowledge...the exams at iit delhi are very frequent I mean there might be a quiz or a viva or some kind of demo each coming week .. so We have to be prepared for each and every thing that is upcoming.... The difficulty of exam are moderate to difficult... But it largely depend on the professor of the course (course coordinator)....,"Reviewed on Apr 13, 2025",CollegeDunia,1
2,"IIT Delhi - Indian Institute of Technology [IITD], New Delhi",Living at iit delhi,3.4,Pros/Cons: Campus infrastructure is quite good even if campus size is the smallest considering all iits but the infrastructure is quite unique and appreciable The cultural activies and sports are quite well established. The seniors really know what they are doing and help the juniors to follow the path. The girl to boy ratio is quite good due to girl reservation. It is about 1:3 The quality of hostels are quite bad . Not recommendable The relevance of subject taught in first year is obsolete Transition from teachers to proffessors is very difficult . Teaching methods are very bad. Student teacher interaction is none in the class | Course Curriculum Overview: Most of the people who choose iit delhi non circuital branches dont worry about the curriculum only thing that matters is the college. Curriculum is nowhere related to real word. It has no real world application. The courses have gone obselete the institute need to redesign the course . There are total 4 exams in one course 2 quic minor and major. The difficuly varies depending on the professor,"Reviewed on Mar 31, 2025",CollegeDunia,1
2,"IIT Delhi - Indian Institute of Technology [IITD], New Delhi",Life of a non-local Student at IIT delhi,2.4Helpful,"Pros/Cons: The environment- nice plantations and comparatively less pollution than the city. The classerooms- very big and futuristic classes with ACs and projectors The events- many events like TRYST for techfest, RDV for cultural fest. The language barriers- most of the people speak Hindi, so the assumed language of conversation is Hindi between TAs and students or sometimes Teachers too. Fast paced classes for slow learners compared to the toppers Larger classrooms suggests less interaction between students themselves as well as with teachers. | Placement Experience: This is one of the benifits of joining an IIT. Placements and internships are conducted by Office career services-OCS at IIT Delhi. The salaries are kinda low but the employability is good. Women get the jobs a little bit easier compared to Men due to the companies rule. I got placed but the salary is low. I am thinking to leave the job in 2 years and prepare for Civils exam to become an IAS officer.","Reviewed on Mar 12, 2025",CollegeDunia,1
2,"IIT Delhi - Indian Institute of Technology [IITD], New Delhi",Engineering life,4.3Helpful,Pros/Cons: Good collage and good maintaining all good. Faculty are perfect good teaching in the faculty Good placement and good package in the collage No holidays sum times full boring in class room Summer holidays is only 12 day so iam so sad Sum subjects are understand but sum subjects are not understand | Placement Experience: Then the our college good placement and good package starting package 6 lakhs high package 58 lakhs studying is good automatically good package is there good placements are there in our college and good studying,"Reviewed on Feb 28, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",Life at IIT Madras by Sagnik Chakrabarty,4.8Helpful,"Pros/Cons: The campus was very eco-friendly with deer and monkeys roaming around. The professors of my department are very helpful and friendly. They help us as much as they can. There are 3-4 reading halls in our campus. Some are open 24X7. They are beneficial for students who like to study during night. The mess food of our college is not so good. | Placement Experience: From the end of their 3rd year, students become eligible for placements. Many companies visited our campus and the total number of offers were around 400. Some notable companies are Google, Microsoft, Adobe and Amazon. Anout 60% of the students get placed. After getting the degree, I may go to some company or may do some research in Chemical Engineering.","Reviewed on Aug 21, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",IIT Madras is magnificent!!,5.0Helpful,"Pros/Cons: I think our college has the best technical infrastructure in the country. Our tech fest is bigger than most not just in India but in Asia. Our robotics department has developed AI enabled robots. Hostels are not that good as we still have common washrooms. | Placement Experience: Apollo Hospital to Greens and many medical and hospital which are engaged in hospitals or building technology that supports it. Our course is still not that old and in the batches that have passed out so far, I think the average stands at some 10 lakhs or so.","Reviewed on Aug 18, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",IITM BS DEGREE - a game changer in distant education,5.0Helpful,"Pros/Cons: I liked about the study team, the professors the instructors. They are all very knowledgeable. I also liked about the structure of the syllabus. The all courses are of 12 weeks. Also, all the students are connected by the G chat. We are having the houses different houses from the different regions. None I do not dislike anything about the BS DEGREE | Placement Experience: After the sixth test students become eligible for the campus placements, there are many companies. Many high-level companies who visit the campus like the Microsoft, Google, Adobe, and TCS Infosys and many more the number of marriage, I can tell you the ratio, one students get approximately 8-9 offers. The highest package was approximately 1.0 2CR.","Reviewed on May 26, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",My experience at IIT madras,4.7Helpful,"Pros/Cons: the teachers at iit madras are very knowledgeable and supportive especially in helping students with research , projects and career choices the green campus , great infrastructure. the campus life with plenty of clubs , fests and sporting events. the gender balance  is highly uneven , with far fewer girls than boys certain administrative procedure , including approvals and hsotel formalities. the academic load at times is extrermely demanding | Placement Experience: placements at IIT madras are really good , form  9th semester onwards, comapnies like microsoft and google come for placement , with the heighest offer beimg about 4.3 cr and 
 average 20-30lakhs. about of 90% students get placed .  and i want to work in biotechnology  or research .","Reviewed on Apr 13, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",IIT maDream college,4.1Helpful,"Pros/Cons: No strict rules are followed , people can give exams even they get P grades but they cannot hold any position of responsibility Semester is only for 4 months , will have 2 months semester holiday with hostel accomodation if required No curfew for students , entering and leaving campus is ease. At main part of chennai so feasible to phoneix mall, Velachery , Guindy , yaramani 4 months long semester holiday , profs are getting restricted amount of classes so they aren't able to teach at best AC is not available in 90% of classrooms . 2-3 events which u really need to attend happens at same time | Placement Experience: People at end of  second year start to apply for internship,
It is college with Highest package ever received in India 400lpa.
People do intership at summer break after 6th sem and sit for placement exams in 7,8th sema.

Placement team of IIT madras is vibrant community.pulls jobs with good pacakges","Reviewed on Feb 27, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",My Honest Review of IITM,4.5Helpful,"Pros/Cons: The IITM campus is clean and green, it's basically built inside a forest, so the atmosphere is very peaceful. The infrastructure is really good and the lab facilities are wonderful. All faculties are PhD scholars and are well versed in their domain I do not like the teaching methodology of some of my faculties, even though they are highly knowledgeable. There will be too many events and activities happening at the same time, so it will be a bit difficult to manage academics and social life Sometimes, the exams will be on back to back days with less time to study | Placement Experience: The placement opportunities are plenty at IITM. Since I am in my first year, I don't know much about placements but I have heard that top companies around the world come for placements.
The highest package this year was 4.3 crore per annum. The average salary in Electrical engineering is 22 LPA.
I plan to join a company and work for a few years and then decide what to do. I am not yet clear about my future plans.","Reviewed on Feb 21, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",IIT Madras BS review,4.3Helpful,"Pros/Cons: Professors are well qualified and helpful. We get very nice alumni network after completing this degree We get all india connection in this college because from each state students are there Gender ratio in this course is very bad need to be improved. Connections to a the professor is also not good Although, this is a online degree so we don't get much interaction with fellow classmates | Placement Experience: Student can get intership after second year for placement students are eligible after 3rd year.
Average package is almost 9 to 10 lakh whis is decent for new course. Still better than private colleges because roi is also good","Reviewed on Feb 6, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",Campus review,4.5Helpful,"Pros/Cons: Our instructors are very good they teach in depth Daily we have online classes by instructor and teachers assistant I love offline fest , so much fun i wait each year for that Less interaction with professor which makes difficult for us to connect with them | Placement Experience: Placement are good i guess i don't know much about placement cell but i see news about placement regularly so im sure student are get placed, after my degree I'll go for foreign for study in master in data science","Reviewed on Feb 6, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai",My college review,4.6Helpful,"Pros/Cons: Though it's a online course but you get chance to go offline for fest They provide internship and placements with good package They provide live classes every day which are very useful where you can clear doubt Recorded Lecture are boring and so I take live lecture only by instructors Sometimes it hard to concentrate because everything is online | Placement Experience: This course is new but many students are getting good placement, our average placement is around 10lakh , our placement cell is working good each year we see increase in placements. Mostly students crack off campus placement and also some secure it from on campus 
If I get good marks in gate I'll do my master or I'll work as a data scientist.","Reviewed on Feb 6, 2025",CollegeDunia,1
3,"IIT Madras - Indian Institute of Technology - [IITM], Chennai","A honest Review about my college, Academics, opportunities, campus life",4.4Helpful,"Pros/Cons: The things that I liked about my college is we have good social interconnection with everyone. We have many opportunities available inside our campus which helps  us to have extra curricular activities. Also my college has a vast area so there are all the facilities available like any labs which are needed for every batch and have a football, basketball, badminton court and ground as well. Students can have relaxation time by involving in many activities and also the way is teaching is very nice which helps many of our seniors to conquer a good job having a good salary package. The things that I dislikes about my college is very few like there are only minimum number of classes available. We have class once or twice in a week. The other dislike the contacts with other department students is very less since we need travel a long distance to reach other departments. | Placement Experience: The placements in our college is very good and having many companies which are offering high salary packages. Google,amazon, flipkart and many other higher companies have come to our college for campus placement. The students of our college are passionate and more than forty to fifty percentage of students get campus placement.","Reviewed on Jan 31, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",IITK From Sparsh's Perspective,4.6Helpful,"Pros/Cons: The freedom that the college provide is so immence. We can litterally go out anytime we want without any disturbance from the authority The time given for working on self is also a positive thing. We are litterally given 4 months out 12 as a holidays or breaks to work on your skills. The placements of the college is so good. The Academic is very tough. You have to grind those 4 months real hard in order to get good grades | Placement Experience: So the placements of IITK is so good. As it is one of the top colleges of engineering in india, the placement here are quite good. The Average pakages according to last year stats is somewhere around 22 lakhs. And then the we have branch-wise average Pakages too. The students becomes elgible for interhsip in his/her 5th semester and for the placement in his/her 7th semester. The American Express & Jp Morgon visited IITK and has made 11 and 6 offers respectively. The percentage of students getting placed are high , usually higher than 85 percent. I planned on preapring for UPSC after the my degree.","Reviewed on Jun 29, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",Life @ IITK,4.5Helpful,"Pros/Cons: Very good academic environment and highly qualified faculty Well-maintained labs, hostels, library, and sports facilities are available. Effective career development cell with great placements. The 1:6 girls-to-boys ratio affects social balance on campus The quality of food could be significantly improved. Some courses are too theory-heavy and could benefit from more practical content. | Placement Experience: Placements at IIT Kanpur are excellent, especially in core engineering, software, analytics, and finance sectors . Students become eligible for placements from 7th semester(B.Tech).
Top recuiters include Google, Microsoft, Goldman Sachs, McKinsey, and Texas Instruments , startups and PSUs like IOCL and ISRO also visit.
Highest package was around 1.5Cr/annum, while avg package for mechanical is 18Lpa.
Over 84% of eligible students get placed .
After my degree , I plan to pursue higher studies .","Reviewed on Jun 19, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",IITK is Kind to students!!,5.0Helpful,"Pros/Cons: Our syllabus is in line with top international universities as we have most syllabus inspired by them. Our infrastructure is better than every single IITs of the country and is also one of the largest IITs of the country. Our course is as tough as it gets as because Chemical engineering is one of the most complex studies but we are given teaching that makes this complex studies looks simple. Definitely it's some of the students as they enter IITs and then lose all their seriousness. | Placement Experience: At IIT Kanpur the standards are same and the pattern is set as well. So, from the last year we have less studies and all placements activities at top. From Alchem Labs to Ipca Labs many listed companies at NSE are the ones that offers placements and percentage for Chemical engineering is 86% as of now.","Reviewed on May 22, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",A great college,4.0Helpful,"Pros/Cons: Faculty have superb record in research and development Infrastructure is world class and constantly under development Overall society in diverse and excellent peer group. Everywhere post graduate students have not adequate representation Academics is super tough and some irrelevant cousrses are there There is some sort of drug abuse happening in some hostels | Placement Experience: The placement drive start in 7th sem with interviews at the end of 7th semester and another in 8th sem. Around 80% of students gets placed mostly in non core sector like SDE, finance, consulting. Average package is around 25lpa, with maximum around 4.3cr.","Reviewed on Apr 20, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",Life at IIT Kanpur,4.3Helpful,Pros/Cons: Campus scenery consisting of wide range flora and fauna sparks the beauty of IIT Perfect library with all the books needed for best education Hostels are decent with a diverse range of sport facilities Mess food is not so good due to a lot of accommodation | Course Curriculum Overview: The course curriculum is almost perfect with proper exams conducted throughout the semester to test the knowledge of students and rectify their mistakes. But few courses are outdated in 1st year which creates a negative impact on academics.,"Reviewed on Feb 28, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",IIT KANPUR in a glimpse,4.4,"Pros/Cons: Girls to boys ratio in our department is 1:3 The faculty here is top notch and world renowned professors. The course curriculum is very efficient and useful for future The coursework is very heavy with lots of quiz, exams, assignments which can sometimes feel like a lot. The routine is very hectic with lots of classes throughout the day The mess food is not good, sometimes very oily and bad taste. | Course Curriculum Overview: The course is very theory heavy with less practical implications. Their should be some courses in sem 1 or 2 to help students prepare for placements. Also course pressure can be reduced so that students can practice for placements.","Reviewed on Feb 25, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",Campus info,5.0Helpful,"Pros/Cons:   | Placement Experience: From 7 th semester students become eligible for campus placement. 
Many companies visited like nvidia, oracle, optiver, graviton, amazon ,flipkart,Meesho, zomato etc
Highest package I know is approximately 1.5 cr internationally.
Almost 90 percent are placed.","Reviewed on Feb 17, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",Opportunities in IIT kanpur,4.4Helpful,"Pros/Cons: Iit kanpur also known for high academic standards.The faculty is well qualified. Iit kanpur provides good scientific and technological research facility.There are many projects working on Ai, Robotics etc in Iit kanpur. It provides many intership program. It also gives many scholarship program.It collaborates with many top rank universities of the world. There is so much pressure of academic like viva,exam etc.It can lead to stress many times.The workload in B tech is so high on students. The campus is well mentioned but nearby it so much pollution. There is many factory working near it. The climate in kanpur is harsh.during summer temperatures Crossed 40 degree Celsius. It leads to so much stress. | Placement Experience: It has strong and successful placement record.there are many sectors where good placement going on in iit kanpur like it, consulting,core engineering, manufacturing, startups etc.top most companies like Amazon Facebook,apple flipkart actively recruiting from iit kanpur.A Number of student got pre placement during internships.average package at Iit kanpur is 24 lakh .top package at Iit kanpur is approximately 1 cr per annum.","Reviewed on Feb 12, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",Home away from Home,5.0Helpful,Pros/Cons: The big campus is the thing i liked the most Many eateries inside the campus which serves food uptill 4 in the night The oat that hosts so many different functions Sometimes the bathroom services are not good as there is a problem of water Mess food gets boring after some time due to repetitio Academics is sometimes too much hectic here | Placement Experience: Placements here at IIT KANPUR are improving year by year and try to place as many students as possible . With a large team of students and professors that work day and night to invite companies for campus recruitment.,"Reviewed on Jan 28, 2025",CollegeDunia,1
4,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",IIT-K ka tempo high hai. Come join this premier institute for a great college life and beyond.,5.0Helpful,"Pros/Cons: Campus is huge, and green all around. You'll enjoy summer evenings sitting at the CCD. Most of the professors are great at what they do. You get to make friends with the best folks. IITK is a bit too strict on academics than some of the other IITs. Kanpur being a smaller corporate centre than Delhi or Mumbai; students get a bit less exposure for internships. Like in any other college, some professors are not as great as others. | Placement Experience: Placements sessions are organised by students run placement cell. They work round the clock for the benefit of the students community. You will get workshops and tutorials that will get you ready for placements.","Reviewed on Jan 20, 2025",CollegeDunia,1
